Id	CountyName	StateName	Population	LandArea
17001	Adams County	 Illinois	67098	871.32	
17003	Alexander County	 Illinois	8147	252.55	
17005	Bond County	 Illinois	17762	382.67	
17007	Boone County	 Illinois	54141	281.96	
17009	Brown County	 Illinois	6913	307.26	
17011	Bureau County	 Illinois	34798	873.36	
17013	Calhoun County	 Illinois	5065	283.71	
17015	Carroll County	 Illinois	15338	465.81	
17017	Cass County	 Illinois	13570	383.76	
17019	Champaign County	 Illinois	200931	997.56	
17021	Christian County	 Illinois	34805	715.71	
17023	Clark County	 Illinois	16353	504.91	
17025	Clay County	 Illinois	13828	469.87	
17027	Clinton County	 Illinois	37793	503.5	
17029	Coles County	 Illinois	53683	510.1	
17031	Cook County	 Illinois	5197677	1634.89	
17033	Crawford County	 Illinois	19777	445.77	
17035	Cumberland County	 Illinois	11044	347.02	
17037	DeKalb County	 Illinois	104820	635.02	
17039	De Witt County	 Illinois	16562	405.18	
17041	Douglas County	 Illinois	19908	417.44	
17043	DuPage County	 Illinois	918608	336.87	
17045	Edgar County	 Illinois	18513	624.22	
17047	Edwards County	 Illinois	6691	222.67	
17049	Effingham County	 Illinois	34258	479.93	
17051	Fayette County	 Illinois	22082	725.39	
17053	Ford County	 Illinois	14045	486.44	
17055	Franklin County	 Illinois	39518	431.42	
17057	Fulton County	 Illinois	36989	882.66	
17059	Gallatin County	 Illinois	5592	328.42	
17061	Greene County	 Illinois	13828	546.37	
17063	Grundy County	 Illinois	49870	430.44	
17065	Hamilton County	 Illinois	8430	435.86	
17067	Hancock County	 Illinois	19063	814.58	
17069	Hardin County	 Illinois	4315	181.54	
17071	Henderson County	 Illinois	7275	395.15	
17073	Henry County	 Illinois	50378	825.64	
17075	Iroquois County	 Illinois	29689	1118.11	
17077	Jackson County	 Illinois	59992	602.54	
17079	Jasper County	 Illinois	9707	498.06	
17081	Jefferson County	 Illinois	38908	583.74	
17083	Jersey County	 Illinois	22939	377.05	
17085	Jo Daviess County	 Illinois	22663	618.79	
17087	Johnson County	 Illinois	12653	348.89	
17089	Kane County	 Illinois	514891	524.12	
17091	Kankakee County	 Illinois	113170	681.49	
17093	Kendall County	 Illinois	114226	322.69	
17095	Knox County	 Illinois	52698	719.74	
17097	Lake County	 Illinois	701282	1368.05	
17099	LaSalle County	 Illinois	113688	1148.12	
17101	Lawrence County	 Illinois	16778	373.97	
17103	Lee County	 Illinois	35778	729.34	
17105	Livingston County	 Illinois	38903	1045.49	
17107	Logan County	 Illinois	30278	619.04	
17109	McDonough County	 Illinois	32568	590.06	
17111	McHenry County	 Illinois	308163	611.18	
17113	McLean County	 Illinois	169689	1186.33	
17115	Macon County	 Illinois	110558	585.4	
17117	Macoupin County	 Illinois	47712	867.65	
17119	Madison County	 Illinois	268586	740.39	
17121	Marion County	 Illinois	39319	575.73	
17123	Marshall County	 Illinois	12567	398.53	
17125	Mason County	 Illinois	14636	563.41	
17127	Massac County	 Illinois	15370	242.13	
17129	Menard County	 Illinois	12728	315.4	
17131	Mercer County	 Illinois	16421	568.91	
17133	Monroe County	 Illinois	33003	397.73	
17135	Montgomery County	 Illinois	29977	709.79	
17137	Morgan County	 Illinois	35544	572.29	
17139	Moultrie County	 Illinois	14844	344.48	
17141	Ogle County	 Illinois	53378	763.33	
17143	Peoria County	 Illinois	186399	630.91	
17145	Perry County	 Illinois	22287	446.84	
17147	Piatt County	 Illinois	16679	440.35	
17149	Pike County	 Illinois	16436	848.92	
17151	Pope County	 Illinois	4399	374.65	
17153	Pulaski County	 Illinois	6107	203.34	
17155	Putnam County	 Illinois	5968	172.25	
17157	Randolph County	 Illinois	33353	597.29	
17159	Richland County	 Illinois	16181	362.03	
17161	Rock Island County	 Illinois	147504	451.19	
17163	St. Clair County	 Illinois	268873	673.99	
17165	Saline County	 Illinois	24975	386.99	
17167	Sangamon County	 Illinois	197474	877.11	
17169	Schuyler County	 Illinois	7499	441.43	
17171	Scott County	 Illinois	5322	252.79	
17173	Shelby County	 Illinois	22316	768.09	
17175	Stark County	 Illinois	5983	288.23	
17177	Stephenson County	 Illinois	47532	564.78	
17179	Tazewell County	 Illinois	135201	657.94	
17181	Union County	 Illinois	17799	422.15	
17183	Vermilion County	 Illinois	81463	902.18	
17185	Wabash County	 Illinois	11935	227.78	
17187	Warren County	 Illinois	17723	543.21	
17189	Washington County	 Illinois	14692	564.15	
17191	Wayne County	 Illinois	16727	715.6	
17193	White County	 Illinois	14686	501.72	
17195	Whiteside County	 Illinois	58400	697.06	
17197	Will County	 Illinois	677669	849.45	
17199	Williamson County	 Illinois	66335	444.4	
17201	Winnebago County	 Illinois	294433	519.33	
17203	Woodford County	 Illinois	38736	542.78	
18001	Adams County	 Indiana	34343	339.95	
18003	Allen County	 Indiana	355940	660.14	
18005	Bartholomew County	 Indiana	77297	409.38	
18007	Benton County	 Indiana	8816	406.42	
18009	Blackford County	 Indiana	12742	165.42	
18011	Boone County	 Indiana	56823	423.31	
18013	Brown County	 Indiana	15181	316.65	
18015	Carroll County	 Indiana	20105	375.06	
18017	Cass County	 Indiana	38875	414.95	
18019	Clark County	 Indiana	110100	376.23	
18021	Clay County	 Indiana	26908	360.42	
18023	Clinton County	 Indiana	33179	405.3	
18025	Crawford County	 Indiana	10702	308.87	
18027	Daviess County	 Indiana	31604	436.89	
18029	Dearborn County	 Indiana	49904	307.08	
18031	Decatur County	 Indiana	25772	373.44	
18033	DeKalb County	 Indiana	42218	363.87	
18035	Delaware County	 Indiana	117459	395.95	
18037	Dubois County	 Indiana	41995	435.25	
18039	Elkhart County	 Indiana	198214	467.87	
18041	Fayette County	 Indiana	24220	215.14	
18043	Floyd County	 Indiana	74601	148.33	
18045	Fountain County	 Indiana	17212	397.95	
18047	Franklin County	 Indiana	23108	391.36	
18049	Fulton County	 Indiana	20762	371.39	
18051	Gibson County	 Indiana	33437	499.08	
18053	Grant County	 Indiana	69886	414.84	
18055	Greene County	 Indiana	33032	545.95	
18057	Hamilton County	 Indiana	276098	402.75	
18059	Hancock County	 Indiana	69778	306.75	
18061	Harrison County	 Indiana	39102	486.91	
18063	Hendricks County	 Indiana	145880	408.9	
18065	Henry County	 Indiana	49381	394.93	
18067	Howard County	 Indiana	82914	293.94	
18069	Huntington County	 Indiana	37144	387.95	
18071	Jackson County	 Indiana	42414	513.79	
18073	Jasper County	 Indiana	33369	561.26	
18075	Jay County	 Indiana	21353	383.84	
18077	Jefferson County	 Indiana	32501	362.97	
18079	Jennings County	 Indiana	28373	378.38	
18081	Johnson County	 Indiana	140033	321.58	
18083	Knox County	 Indiana	38392	524.08	
18085	Kosciusko County	 Indiana	77328	554.36	
18087	LaGrange County	 Indiana	37284	386.73	
18089	Lake County	 Indiana	495230	626.38	
18091	LaPorte County	 Indiana	111335	613.09	
18093	Lawrence County	 Indiana	46131	452.1	
18095	Madison County	 Indiana	131244	452.94	
18097	Marion County	 Indiana	904535	403.11	
18099	Marshall County	 Indiana	47045	449.95	
18101	Martin County	 Indiana	10300	340.55	
18103	Miami County	 Indiana	36850	377.38	
18105	Monroe County	 Indiana	138048	411.34	
18107	Montgomery County	 Indiana	38207	505.39	
18109	Morgan County	 Indiana	69033	409.41	
18111	Newton County	 Indiana	14199	403.56	
18113	Noble County	 Indiana	47547	417.63	
18115	Ohio County	 Indiana	6093	87.48	
18117	Orange County	 Indiana	19828	408.23	
18119	Owen County	 Indiana	21583	387.85	
18121	Parke County	 Indiana	17251	450.12	
18123	Perry County	 Indiana	19408	386.36	
18125	Pike County	 Indiana	12849	341.1	
18127	Porter County	 Indiana	164386	521.64	
18129	Posey County	 Indiana	25840	419.47	
18131	Pulaski County	 Indiana	13395	434.59	
18133	Putnam County	 Indiana	37995	482.61	
18135	Randolph County	 Indiana	26101	453.27	
18137	Ripley County	 Indiana	28702	447.95	
18139	Rush County	 Indiana	17349	408.65	
18141	St. Joseph County	 Indiana	266785	460.97	
18143	Scott County	 Indiana	24044	192.74	
18145	Shelby County	 Indiana	44435	413.14	
18147	Spencer County	 Indiana	20948	401.26	
18149	Starke County	 Indiana	23310	312.33	
18151	Steuben County	 Indiana	34116	322.5	
18153	Sullivan County	 Indiana	21379	454.08	
18155	Switzerland County	 Indiana	10509	223.54	
18157	Tippecanoe County	 Indiana	173317	503.12	
18159	Tipton County	 Indiana	15917	260.43	
18161	Union County	 Indiana	7449	165.26	
18163	Vanderburgh County	 Indiana	179610	235.76	
18165	Vermillion County	 Indiana	16224	259.95	
18167	Vigo County	 Indiana	107805	410.5	
18169	Wabash County	 Indiana	32804	421.1	
18171	Warren County	 Indiana	8490	366.63	
18173	Warrick County	 Indiana	59643	390.87	
18175	Washington County	 Indiana	28162	516.57	
18177	Wayne County	 Indiana	68797	404.38	
18179	Wells County	 Indiana	27677	370.43	
18181	White County	 Indiana	24612	508.82	
18183	Whitley County	 Indiana	33234	337.91	
19001	Adair County	 Iowa	7628	570.33	
19003	Adams County	 Iowa	4027	425.42	
19005	Allamakee County	 Iowa	14285	658.75	
19007	Appanoose County	 Iowa	12858	516.39	
19009	Audubon County	 Iowa	6077	443.6	
19011	Benton County	 Iowa	26044	718.52	
19013	Black Hawk County	 Iowa	130843	571.96	
19015	Boone County	 Iowa	26324	573.54	
19017	Bremer County	 Iowa	24294	439.64	
19019	Buchanan County	 Iowa	20988	573.38	
19021	Buena Vista County	 Iowa	20215	580.1	
19023	Butler County	 Iowa	14899	581.6	
19025	Calhoun County	 Iowa	9936	572.33	
19027	Carroll County	 Iowa	20751	570.27	
19029	Cass County	 Iowa	13865	565.03	
19031	Cedar County	 Iowa	18446	582.01	
19033	Cerro Gordo County	 Iowa	44083	575.18	
19035	Cherokee County	 Iowa	12011	577.38	
19037	Chickasaw County	 Iowa	12409	505.53	
19039	Clarke County	 Iowa	9286	431.75	
19041	Clay County	 Iowa	16649	572.56	
19043	Clayton County	 Iowa	18056	792.85	
19045	Clinton County	 Iowa	49074	710.26	
19047	Crawford County	 Iowa	17100	715.04	
19049	Dallas County	 Iowa	66997	591.77	
19051	Davis County	 Iowa	8718	504.93	
19053	Decatur County	 Iowa	8382	533.36	
19055	Delaware County	 Iowa	17721	579.08	
19057	Des Moines County	 Iowa	40268	429.83	
19059	Dickinson County	 Iowa	16778	403.71	
19061	Dubuque County	 Iowa	93776	616.63	
19063	Emmet County	 Iowa	10263	402.4	
19065	Fayette County	 Iowa	20894	731.47	
19067	Floyd County	 Iowa	16204	501.33	
19069	Franklin County	 Iowa	10650	583.06	
19071	Fremont County	 Iowa	7373	516.79	
19073	Greene County	 Iowa	9304	571.16	
19075	Grundy County	 Iowa	12431	502.58	
19077	Guthrie County	 Iowa	10915	593.09	
19079	Hamilton County	 Iowa	15614	577.47	
19081	Hancock County	 Iowa	11320	573.18	
19083	Hardin County	 Iowa	17479	569.99	
19085	Harrison County	 Iowa	14838	700.99	
19087	Henry County	 Iowa	20242	436.71	
19089	Howard County	 Iowa	9568	473.8	
19091	Humboldt County	 Iowa	9818	435.75	
19093	Ida County	 Iowa	7113	432.26	
19095	Iowa County	 Iowa	16320	587.39	
19097	Jackson County	 Iowa	19807	649.81	
19099	Jasper County	 Iowa	36823	732.97	
19101	Jefferson County	 Iowa	16791	436.76	
19103	Johnson County	 Iowa	131627	623.41	
19105	Jones County	 Iowa	20686	576.74	
19107	Keokuk County	 Iowa	10480	579.99	
19109	Kossuth County	 Iowa	15510	974.46	
19111	Lee County	 Iowa	35741	538.8	
19113	Linn County	 Iowa	211954	724.62	
19115	Louisa County	 Iowa	11448	417.67	
19117	Lucas County	 Iowa	8913	434.21	
19119	Lyon County	 Iowa	11623	587.68	
19121	Madison County	 Iowa	15630	562.33	
19123	Mahaska County	 Iowa	22432	573.45	
19125	Marion County	 Iowa	33388	570.58	
19127	Marshall County	 Iowa	40568	573.07	
19129	Mills County	 Iowa	15028	439.7	
19131	Mitchell County	 Iowa	10761	469.42	
19133	Monona County	 Iowa	9242	698.89	
19135	Monroe County	 Iowa	7979	434.14	
19137	Montgomery County	 Iowa	10710	424.84	
19139	Muscatine County	 Iowa	42729	449.09	
19141	O'Brien County	 Iowa	14302	573.3	
19143	Osceola County	 Iowa	6413	399.52	
19145	Page County	 Iowa	15902	535.38	
19147	Palo Alto County	 Iowa	9402	569.45	
19149	Plymouth County	 Iowa	24911	864.02	
19151	Pocahontas County	 Iowa	7307	579.17	
19153	Polk County	 Iowa	431811	591.94	
19155	Pottawattamie County	 Iowa	92793	960.01	
19157	Poweshiek County	 Iowa	18888	586.22	
19159	Ringgold County	 Iowa	5123	538.96	
19161	Sac County	 Iowa	10307	578.42	
19163	Scott County	 Iowa	165432	468.2	
19165	Shelby County	 Iowa	12158	591.4	
19167	Sioux County	 Iowa	33776	768.65	
19169	Story County	 Iowa	89734	573.73	
19171	Tama County	 Iowa	17746	722.42	
19173	Taylor County	 Iowa	6292	534.85	
19175	Union County	 Iowa	12525	425.98	
19177	Van Buren County	 Iowa	7565	490.59	
19179	Wapello County	 Iowa	35449	436.02	
19181	Warren County	 Iowa	46239	573.24	
19183	Washington County	 Iowa	21765	570.81	
19185	Wayne County	 Iowa	6372	527.12	
19187	Webster County	 Iowa	37895	718.1	
19189	Winnebago County	 Iowa	10800	401.59	
19191	Winneshiek County	 Iowa	21033	689.93	
19193	Woodbury County	 Iowa	101948	877.43	
19195	Worth County	 Iowa	7581	401.73	
19197	Wright County	 Iowa	13173	582.58	
20001	Allen County	 Kansas	13364	505.24	
20003	Anderson County	 Kansas	8066	584.35	
20005	Atchison County	 Kansas	16854	435.06	
20007	Barber County	 Kansas	4867	1136.27	
20009	Barton County	 Kansas	27556	900.5	
20011	Bourbon County	 Kansas	15060	638.88	
20013	Brown County	 Kansas	9962	572.23	
20015	Butler County	 Kansas	65647	1446.49	
20017	Chase County	 Kansas	2788	778.06	
20019	Chautauqua County	 Kansas	3654	644.87	
20021	Cherokee County	 Kansas	21521	591.02	
20023	Cheyenne County	 Kansas	2724	1020.89	
20025	Clark County	 Kansas	2198	977.27	
20027	Clay County	 Kansas	8547	655.46	
20029	Cloud County	 Kansas	9479	718.51	
20031	Coffey County	 Kansas	8553	654.63	
20033	Comanche County	 Kansas	1893	789.75	
20035	Cowley County	 Kansas	36259	1132.67	
20037	Crawford County	 Kansas	39133	595.11	
20039	Decatur County	 Kansas	2939	894.23	
20041	Dickinson County	 Kansas	19766	852.66	
20043	Doniphan County	 Kansas	7931	397.1	
20045	Douglas County	 Kansas	111073	474.5	
20047	Edwards County	 Kansas	3021	622.13	
20049	Elk County	 Kansas	2856	650.41	
20051	Ellis County	 Kansas	28525	900.52	
20053	Ellsworth County	 Kansas	6477	723.47	
20055	Finney County	 Kansas	36608	1302.69	
20057	Ford County	 Kansas	33725	1099.35	
20059	Franklin County	 Kansas	25916	576.7	
20061	Geary County	 Kansas	34110	403.95	
20063	Gove County	 Kansas	2771	1071.55	
20065	Graham County	 Kansas	2617	898.72	
20067	Grant County	 Kansas	7817	575.1	
20069	Gray County	 Kansas	5982	869.39	
20071	Greeley County	 Kansas	1234	778.05	
20073	Greenwood County	 Kansas	6654	1152.66	
20075	Hamilton County	 Kansas	2656	997.66	
20077	Harper County	 Kansas	5998	803	
20079	Harvey County	 Kansas	34572	540.54	
20081	Haskell County	 Kansas	4222	577.75	
20083	Hodgeman County	 Kansas	1949	860.29	
20085	Jackson County	 Kansas	13401	657.9	
20087	Jefferson County	 Kansas	19036	556.98	
20089	Jewell County	 Kansas	3085	914.51	
20091	Johnson County	 Kansas	546046	480.18	
20093	Kearny County	 Kansas	3952	871.57	
20095	Kingman County	 Kansas	7876	866.75	
20097	Kiowa County	 Kansas	2503	722.67	
20099	Labette County	 Kansas	21574	653.36	
20101	Lane County	 Kansas	1666	717.48	
20103	Leavenworth County	 Kansas	76286	468.36	
20105	Lincoln County	 Kansas	3240	719.97	
20107	Linn County	 Kansas	9613	606.35	
20109	Logan County	 Kansas	2766	1073.17	
20111	Lyon County	 Kansas	34103	855.21	
20113	McPherson County	 Kansas	29208	901.29	
20115	Marion County	 Kansas	12565	953.59	
20117	Marshall County	 Kansas	10083	904.41	
20119	Meade County	 Kansas	4504	979.72	
20121	Miami County	 Kansas	32546	590.2	
20123	Mitchell County	 Kansas	6359	718.65	
20125	Montgomery County	 Kansas	35167	651.45	
20127	Morris County	 Kansas	5917	702.9	
20129	Morton County	 Kansas	3207	729.99	
20131	Nemaha County	 Kansas	10170	719.43	
20133	Neosho County	 Kansas	16501	578.09	
20135	Ness County	 Kansas	3102	1075.07	
20137	Norton County	 Kansas	5658	881.42	
20139	Osage County	 Kansas	16300	719.29	
20141	Osborne County	 Kansas	3852	894.31	
20143	Ottawa County	 Kansas	6099	721.94	
20145	Pawnee County	 Kansas	6945	754.6	
20147	Phillips County	 Kansas	5579	894.84	
20149	Pottawatomie County	 Kansas	21620	862.12	
20151	Pratt County	 Kansas	9670	735.79	
20153	Rawlins County	 Kansas	2555	1069.79	
20155	Reno County	 Kansas	64346	1271.33	
20157	Republic County	 Kansas	4965	720.36	
20159	Rice County	 Kansas	10077	728.33	
20161	Riley County	 Kansas	71927	622.15	
20163	Rooks County	 Kansas	5205	895.4	
20165	Rush County	 Kansas	3262	718.45	
20167	Russell County	 Kansas	6926	899.03	
20169	Saline County	 Kansas	55493	721.32	
20171	Scott County	 Kansas	4872	717.7	
20173	Sedgwick County	 Kansas	497062	1009.48	
20175	Seward County	 Kansas	23013	640.55	
20177	Shawnee County	 Kansas	177688	556.35	
20179	Sheridan County	 Kansas	2562	896.66	
20181	Sherman County	 Kansas	6036	1056.08	
20183	Smith County	 Kansas	3835	896.56	
20185	Stafford County	 Kansas	4398	794.77	
20187	Stanton County	 Kansas	2200	680.12	
20189	Stevens County	 Kansas	5633	727.78	
20191	Sumner County	 Kansas	24000	1184.86	
20193	Thomas County	 Kansas	7854	1074.97	
20195	Trego County	 Kansas	2977	899.09	
20197	Wabaunsee County	 Kansas	7048	799.86	
20199	Wallace County	 Kansas	1508	914.12	
20201	Washington County	 Kansas	5806	898.88	
20203	Wichita County	 Kansas	2239	718.59	
20205	Wilson County	 Kansas	9368	575.04	
20207	Woodson County	 Kansas	3311	505.5	
20209	Wyandotte County	 Kansas	157274	155.7	
21001	Adair County	 Kentucky	18651	412.25	
21003	Allen County	 Kentucky	20007	352.06	
21005	Anderson County	 Kentucky	21442	204.3	
21007	Ballard County	 Kentucky	8268	273.62	
21009	Barren County	 Kentucky	42229	499.95	
21011	Bath County	 Kentucky	11665	283.96	
21013	Bell County	 Kentucky	28613	361.36	
21015	Boone County	 Kentucky	119406	256.98	
21017	Bourbon County	 Kentucky	20004	291.68	
21019	Boyd County	 Kentucky	49358	161.83	
21021	Boyle County	 Kentucky	28445	182.71	
21023	Bracken County	 Kentucky	8488	208.91	
21025	Breathitt County	 Kentucky	13922	495.32	
21027	Breckinridge County	 Kentucky	20068	585.55	
21029	Bullitt County	 Kentucky	74431	300.21	
21031	Butler County	 Kentucky	12748	431.54	
21033	Caldwell County	 Kentucky	12977	348.2	
21035	Calloway County	 Kentucky	37198	410.81	
21037	Campbell County	 Kentucky	90119	159.44	
21039	Carlisle County	 Kentucky	5081	199.03	
21041	Carroll County	 Kentucky	10851	137.28	
21043	Carter County	 Kentucky	27594	412.17	
21045	Casey County	 Kentucky	15984	445.75	
21047	Christian County	 Kentucky	73722	724.05	
21049	Clark County	 Kentucky	35555	255.18	
21051	Clay County	 Kentucky	21833	471.09	
21053	Clinton County	 Kentucky	10244	205.55	
21055	Crittenden County	 Kentucky	9321	370.97	
21057	Cumberland County	 Kentucky	6857	310.87	
21059	Daviess County	 Kentucky	96711	476.3	
21061	Edmonson County	 Kentucky	12141	308.03	
21063	Elliott County	 Kentucky	7774	235.22	
21065	Estill County	 Kentucky	14647	255.72	
21067	Fayette County	 Kentucky	296766	285.53	
21069	Fleming County	 Kentucky	14415	351.49	
21071	Floyd County	 Kentucky	39454	395.49	
21073	Franklin County	 Kentucky	49399	212.13	
21075	Fulton County	 Kentucky	6758	230.56	
21077	Gallatin County	 Kentucky	8513	104.68	
21079	Garrard County	 Kentucky	16892	233.89	
21081	Grant County	 Kentucky	24683	260.75	
21083	Graves County	 Kentucky	37200	556.5	
21085	Grayson County	 Kentucky	25772	510.86	
21087	Green County	 Kentucky	11309	288.8	
21089	Greenup County	 Kentucky	36922	354.53	
21091	Hancock County	 Kentucky	8588	198.93	
21093	Hardin County	 Kentucky	104513	629.89	
21095	Harlan County	 Kentucky	29210	467.98	
21097	Harrison County	 Kentucky	18781	309.89	
21099	Hart County	 Kentucky	18278	417.93	
21101	Henderson County	 Kentucky	46254	467.26	
21103	Henry County	 Kentucky	15428	291.13	
21105	Hickman County	 Kentucky	4869	252.95	
21107	Hopkins County	 Kentucky	46891	554.25	
21109	Jackson County	 Kentucky	13475	346.59	
21111	Jefferson County	 Kentucky	741285	398.6	
21113	Jessamine County	 Kentucky	48591	174.47	
21115	Johnson County	 Kentucky	23339	263.96	
21117	Kenton County	 Kentucky	159926	164.97	
21119	Knott County	 Kentucky	16368	353.03	
21121	Knox County	 Kentucky	31874	387.72	
21123	Larue County	 Kentucky	14175	263.74	
21125	Laurel County	 Kentucky	58891	443.77	
21127	Lawrence County	 Kentucky	15889	420.16	
21129	Lee County	 Kentucky	7831	211.23	
21131	Leslie County	 Kentucky	11318	404.37	
21133	Letcher County	 Kentucky	24336	339.13	
21135	Lewis County	 Kentucky	13889	495.73	
21137	Lincoln County	 Kentucky	24671	336.77	
21139	Livingston County	 Kentucky	9479	342.22	
21141	Logan County	 Kentucky	26786	557.13	
21143	Lyon County	 Kentucky	8336	256.47	
21145	McCracken County	 Kentucky	65558	268.1	
21147	McCreary County	 Kentucky	18204	430.67	
21149	McLean County	 Kentucky	9554	256.19	
21151	Madison County	 Kentucky	83174	443.14	
21153	Magoffin County	 Kentucky	13229	309.46	
21155	Marion County	 Kentucky	19872	346.89	
21157	Marshall County	 Kentucky	31393	340.33	
21159	Martin County	 Kentucky	12934	230.83	
21161	Mason County	 Kentucky	17495	246.62	
21163	Meade County	 Kentucky	28979	324.24	
21165	Menifee County	 Kentucky	6331	206.04	
21167	Mercer County	 Kentucky	21283	253.13	
21169	Metcalfe County	 Kentucky	10074	290.98	
21171	Monroe County	 Kentucky	10925	332.13	
21173	Montgomery County	 Kentucky	26517	198.82	
21175	Morgan County	 Kentucky	13898	383.76	
21177	Muhlenberg County	 Kentucky	31399	479.47	
21179	Nelson County	 Kentucky	43500	424.1	
21181	Nicholas County	 Kentucky	7092	196.86	
21183	Ohio County	 Kentucky	23975	596.75	
21185	Oldham County	 Kentucky	60357	196.56	
21187	Owen County	 Kentucky	10870	354.18	
21189	Owsley County	 Kentucky	4764	198.1	
21191	Pendleton County	 Kentucky	14771	281.37	
21193	Perry County	 Kentucky	28617	342.64	
21195	Pike County	 Kentucky	64887	788.89	
21197	Powell County	 Kentucky	12638	180.21	
21199	Pulaski County	 Kentucky	63045	677.09	
21201	Robertson County	 Kentucky	2251	100.11	
21203	Rockcastle County	 Kentucky	17090	318.08	
21205	Rowan County	 Kentucky	23351	286.27	
21207	Russell County	 Kentucky	17562	282.84	
21209	Scott County	 Kentucky	47211	285.31	
21211	Shelby County	 Kentucky	42286	385.67	
21213	Simpson County	 Kentucky	17323	236.21	
21215	Spencer County	 Kentucky	17135	191.81	
21217	Taylor County	 Kentucky	24514	277.06	
21219	Todd County	 Kentucky	12472	377	
21221	Trigg County	 Kentucky	14282	481.12	
21223	Trimble County	 Kentucky	8829	156.24	
21225	Union County	 Kentucky	14992	363.44	
21227	Warren County	 Kentucky	113787	547.72	
21229	Washington County	 Kentucky	11701	301.54	
21231	Wayne County	 Kentucky	20819	484.22	
21233	Webster County	 Kentucky	13618	335.7	
21235	Whitley County	 Kentucky	35756	445.17	
21237	Wolfe County	 Kentucky	7298	222.88	
21239	Woodford County	 Kentucky	24847	192	
22001	Acadia Parish	 Louisiana	61611	657.65	
22003	Allen Parish	 Louisiana	25740	765.72	
22005	Ascension Parish	 Louisiana	107647	302.91	
22007	Assumption Parish	 Louisiana	23321	364.59	
22009	Avoyelles Parish	 Louisiana	41925	865.74	
22011	Beauregard Parish	 Louisiana	35662	1166.06	
22013	Bienville Parish	 Louisiana	14312	821.83	
22015	Bossier Parish	 Louisiana	117742	867.01	
22017	Caddo Parish	 Louisiana	254970	937.01	
22019	Calcasieu Parish	 Louisiana	192307	1094.42	
22021	Caldwell Parish	 Louisiana	10118	540.77	
22023	Cameron Parish	 Louisiana	6934	1931.76	
22025	Catahoula Parish	 Louisiana	10409	739.5	
22027	Claiborne Parish	 Louisiana	17059	767.52	
22029	Concordia Parish	 Louisiana	20624	748.74	
22031	De Soto Parish	 Louisiana	26695	894.55	
22033	East Baton Rouge Parish	 Louisiana	439662	470.59	
22035	East Carroll Parish	 Louisiana	7738	442.49	
22037	East Feliciana Parish	 Louisiana	20252	455.72	
22039	Evangeline Parish	 Louisiana	33989	679.64	
22041	Franklin Parish	 Louisiana	20714	635.48	
22043	Grant Parish	 Louisiana	22049	664.6	
22045	Iberia Parish	 Louisiana	73527	1030.94	
22047	Iberville Parish	 Louisiana	33386	652.88	
22049	Jackson Parish	 Louisiana	16210	580.38	
22051	Jefferson Parish	 Louisiana	432706	642.42	
22053	Jefferson Davis Parish	 Louisiana	31529	658.62	
22055	Lafayette Parish	 Louisiana	221602	270.32	
22057	Lafourche Parish	 Louisiana	96453	1472.3	
22059	LaSalle Parish	 Louisiana	14840	662.42	
22061	Lincoln Parish	 Louisiana	46543	472.3	
22063	Livingston Parish	 Louisiana	128192	702.89	
22065	Madison Parish	 Louisiana	12113	650.59	
22067	Morehouse Parish	 Louisiana	27893	805.26	
22069	Natchitoches Parish	 Louisiana	39434	1299.38	
22071	Orleans Parish	 Louisiana	341407	350.23	
22073	Ouachita Parish	 Louisiana	153752	632.76	
22075	Plaquemines Parish	 Louisiana	23220	2428.73	
22077	Pointe Coupee Parish	 Louisiana	22821	590.74	
22079	Rapides Parish	 Louisiana	131655	1362.04	
22081	Red River Parish	 Louisiana	9068	402.1	
22083	Richland Parish	 Louisiana	20785	564.55	
22085	Sabine Parish	 Louisiana	24265	1011.59	
22087	St. Bernard Parish	 Louisiana	35947	1793.84	
22089	St. Charles Parish	 Louisiana	52663	410.18	
22091	St. Helena Parish	 Louisiana	11106	409.49	
22093	St. James Parish	 Louisiana	21978	257.81	
22095	St. John the Baptist Parish	 Louisiana	45741	347.86	
22097	St. Landry Parish	 Louisiana	83774	938.88	
22099	St. Martin Parish	 Louisiana	52343	816.51	
22101	St. Mary Parish	 Louisiana	54285	1118.93	
22103	St. Tammany Parish	 Louisiana	234283	1124.13	
22105	Tangipahoa Parish	 Louisiana	121209	823.19	
22107	Tensas Parish	 Louisiana	5189	641.25	
22109	Terrebonne Parish	 Louisiana	111666	2080.08	
22111	Union Parish	 Louisiana	22633	905.36	
22113	Vermilion Parish	 Louisiana	58041	1538.42	
22115	Vernon Parish	 Louisiana	51542	1341.61	
22117	Washington Parish	 Louisiana	47025	676.01	
22119	Webster Parish	 Louisiana	41156	615.13	
22121	West Baton Rouge Parish	 Louisiana	23748	203.64	
22123	West Carroll Parish	 Louisiana	11587	360.35	
22125	West Feliciana Parish	 Louisiana	15575	426.05	
22127	Winn Parish	 Louisiana	15233	956.98	
23001	Androscoggin County	 Maine	107766	497.25	
23003	Aroostook County	 Maine	71757	6829.18	
23005	Cumberland County	 Maine	282143	1217.01	
23007	Franklin County	 Maine	30704	1744.46	
23009	Hancock County	 Maine	54470	2351.18	
23011	Kennebec County	 Maine	122022	951.24	
23013	Knox County	 Maine	39848	1142.07	
23015	Lincoln County	 Maine	34440	699.97	
23017	Oxford County	 Maine	57814	2175.44	
23019	Penobscot County	 Maine	153742	3556.42	
